area_type,availability,location,society,bhk,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Doddanekundi,,2,1128,2,2,48.4
Super built-up  Area,Ready To Move,Bommanahalli,,3,1375,3,2,59
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1255,2,1,53.87
Super built-up  Area,Ready To Move,Yelahanka,,2,1025,2,1,44
Super built-up  Area,18-Mar,GM Palaya,,2,1140,2,2,48.95
Built-up  Area,Ready To Move,Sarjapur  Road,Cetattu,4,3307,6,0,142
Super built-up  Area,Ready To Move,Divya Unnathi Layout,,2,1141,2,2,49
Built-up  Area,Ready To Move,Nagavara,,2,936,2,0,40.2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1240,2,1,53.27
Super built-up  Area,Ready To Move,Electronic City,Palleon,3,1350,3,2,58
Super built-up  Area,Ready To Move,7th Phase JP Nagar,,3,1350,3,2,58
Super built-up  Area,Ready To Move,6th Phase JP Nagar,,3,1350,2,,58
Super built-up  Area,Ready To Move,Kudlu,Srrnasa,2,1024,2,2,44
Super built-up  Area,Ready To Move,Varsova Layout,MoaveEn,3,1280,2,3,55
Built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,2,1300,2,2,55.86
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,2,1120,2,0,48.13
Super built-up  Area,Ready To Move,Nyanappana Halli,MyigePr,2,1140,2,2,49
Super built-up  Area,20-Dec,Varthur,Myple M,2,1055,2,2,45.35
Super built-up  Area,Ready To Move,Yelahanka,Niareum,2,1326,2,2,57
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,,3,1355,2,3,58.25
Super built-up  Area,Ready To Move,Poorna Pragna Layout,,3,1355,2,3,58.25
Super built-up  Area,Ready To Move,Poorna Pragna Layout,,2,920,2,2,39.55
Super built-up  Area,20-Dec,Varthur,Myple M,3,1535,3,2,65.99
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1070,2,1,46
Super built-up  Area,20-Dec,Varthur,Myple M,2,1070,2,2,46
Super built-up  Area,20-Dec,Varthur,Myple M,3,1615,3,2,69.43
Super built-up  Area,20-Dec,Varthur,Myple M,3,1665,3,2,71.58
Super built-up  Area,Ready To Move,Yelahanka,Niareum,2,1226,2,2,52.71
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,,2,1512,1,2,65.01
Super built-up  Area,Ready To Move,Kaggadasapura,P num P,2,1000,2,2,43
Super built-up  Area,Ready To Move,Electronic City,GMown E,3,1500,2,1,64.5
Super built-up  Area,Ready To Move,Electronic City,GMown E,3,1500,2,1,64.5
Super built-up  Area,Ready To Move,Poorna Pragna Layout,,3,1355,2,3,58.27
Built-up  Area,Ready To Move,Hoysalanagar,PNncysi,3,1325,3,1,57
Super built-up  Area,Ready To Move,Gubbalala,,3,1650,3,2,71
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1450,3,3,62.4
Super built-up  Area,Ready To Move,Pai Layout,Cemesal,3,1510,2,2,65
Built-up  Area,Ready To Move,Uttarahalli,,3,1440,2,3,62
Built-up  Area,Ready To Move,Uttarahalli,,3,1440,2,3,62
Super built-up  Area,Ready To Move,Yelahanka,,2,1045,2,1,45
Super built-up  Area,Ready To Move,Uttarahalli,SirlsPe,2,1045,2,1,45
Super built-up  Area,Ready To Move,Green Garden Layout,PaisePa,2,1045,2,0,45
Built-up  Area,Ready To Move,Yelahanka,InllaPa,4,3042,4,0,131
Super built-up  Area,Ready To Move,Motappa Layout,Puodse ,3,1312,2,1,56.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,51.51
Super built-up  Area,Ready To Move,Kanakapura,,2,1277,2,2,55
Built-up  Area,Ready To Move,Subramanyapura,,2,1277,2,2,55
Built-up  Area,Ready To Move,Kudlu,GKityde,2,1300,2,2,56
Built-up  Area,Ready To Move,Green Glen Layout,Prodsm ,3,1625,3,2,70
Super built-up  Area,18-Aug,Gunjur,BMineis,2,1140,2,2,49.11
Super built-up  Area,18-Aug,Varthur Road,,2,1140,2,2,49.11
Super built-up  Area,Ready To Move,Shikaripalya,Maenara,3,1555,2,1,67
Super built-up  Area,Ready To Move,Babusapalaya,,3,1230,3,3,53
Super built-up  Area,Ready To Move,Whitefield,SearkHy,3,1345,3,1,58
Built-up  Area,18-Dec,Whitefield,,3,1600,3,2,69
Super built-up  Area,Ready To Move,Somasundara Palya,,3,1600,3,3,69
Super built-up  Area,Ready To Move,Somasundara Palya,,3,1600,3,3,69
Super built-up  Area,Ready To Move,Yelahanka New Town,SLhidOr,3,1426,2,2,61.5
Super built-up  Area,18-Aug,Garebhavipalya,,3,1275,3,2,55
Super built-up  Area,Ready To Move,Nanjappa Garden,TNnumla,2,1275,2,3,55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1185,2,1,51.15
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1185,2,1,51.15
Super built-up  Area,Ready To Move,Dodda Nekkundi,,2,1390,2,2,60
Super built-up  Area,Ready To Move,Somasundara Palya,,3,1575,3,3,68
Built-up  Area,Ready To Move,Whitefield,,3,1600,3,0,69.1
Built-up  Area,Ready To Move,Choodasandra,Maidsr ,2,1065,2,1,46
Super built-up  Area,18-Aug,Shirdi Sai Layout,,2,1450,2,3,62.63
Super built-up  Area,18-Apr,Thanisandra,,2,1250,1,1,54
Super built-up  Area,18-May,Silk Board,,3,1250,3,2,54
Built-up  Area,Ready To Move,Yelahanka,AdniaSk,2,1250,2,2,54
Super built-up  Area,Ready To Move,Gottigere,Krryll ,3,1435,2,3,62
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,1,49.27
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1550,3,3,67
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,2,1145,2,2,49.5
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,2,1145,2,2,49.5
Super built-up  Area,Ready To Move,Anekal,,2,925,2,1,40
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1128,2,1,48.79
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1128,2,1,48.79
Super built-up  Area,Ready To Move,Akshaya Nagar,,2,1179,2,1,51
Super built-up  Area,Ready To Move,Hallehalli,,2,1225,2,,53
Built-up  Area,Ready To Move,Kalena Agrahara,Prmesi ,2,1040,2,2,45
Super built-up  Area,Ready To Move,Banashankari,,2,1040,2,3,45
Super built-up  Area,Ready To Move,Whitefield,Iseenst,3,1436,2,3,62.15
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1133,2,1,49.07
Super built-up  Area,Ready To Move,Somasundara Palya,,3,1570,3,3,68
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,3,1570,3,2,68
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,2,1339,2,2,58
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,2,1339,2,2,58
Super built-up  Area,Ready To Move,Green View Layout,Makeser,2,1108,2,1,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,1,49.39
Super built-up  Area,Ready To Move,Bellandur,SRageri,2,1200,2,1,52
Super built-up  Area,Ready To Move,Vinayaka Nagar,,2,1200,2,2,52
Plot  Area,18-Nov,Chandapura,,3,1200,2,1,52
Built-up  Area,Ready To Move,Ganga Nagar,,2,1200,3,2,52
Super built-up  Area,Ready To Move,Marathahalli,VRave E,2,1200,2,2,52
Super built-up  Area,Ready To Move,Harlur,,2,1200,2,2,52
Built-up  Area,Ready To Move,Hebbal,Srntsha,2,1200,2,2,52
Built-up  Area,Ready To Move,Vidyaranyapura,Saata S,2,1200,2,2,52
Super built-up  Area,Ready To Move,Kaval Byrasandra,Abncy R,2,1200,2,2,52
Super built-up  Area,Ready To Move,Hebbal,,2,1200,2,1,52
Built-up  Area,Ready To Move,Subramanyapura,DSagax ,2,1200,2,2,52
Super built-up  Area,Ready To Move,MCECHS  layout,,3,1500,3,2,65
Plot  Area,Ready To Move,Dasanapura,,2,1500,3,1,65
Super built-up  Area,Ready To Move,Kammasandra,Daden G,3,1500,3,2,65
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,,3,1500,2,1,65
Super built-up  Area,Ready To Move,Vasanthapura,,2,1500,2,2,65
Plot  Area,Ready To Move,Singanayakanahalli,,3,1500,2,0,65
Super built-up  Area,Ready To Move,MCECHS  layout,,3,1500,2,2,65
Super built-up  Area,Ready To Move,Vivek Nagar,,8,3000,4,3,130
Super built-up  Area,Ready To Move,Kaggadasapura,Golmsoy,4,3000,4,,130
Built-up  Area,Ready To Move,Kengeri,,8,3000,5,,130
Super built-up  Area,Ready To Move,Doddakammanahalli,URodsmb,3,1119,2,1,48.5
Super built-up  Area,Ready To Move,Whitefield,Iseenst,3,1403,2,2,60.81
Built-up  Area,Ready To Move,8th Phase JP Nagar,,5,1730,5,2,75
Built-up  Area,Ready To Move,JP Nagar,,3,1150,2,2,49.9
Super built-up  Area,Ready To Move,Gubbalala,,2,1060,2,1,46
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,3,1480,2,2,64.23
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,3,1450,2,2,62.93
Super built-up  Area,Ready To Move,Pattandur Agrahara,Shvarji,2,1025,2,1,44.5
Super built-up  Area,18-Dec,Thanisandra,Omter A,2,1000,2,0,43.415
Super built-up  Area,Ready To Move,Hennur,,2,1255,2,2,54.5
Super built-up  Area,Ready To Move,Hennur,,2,1255,2,1,54.5
Super built-up  Area,Ready To Move,Bellandur,Krine O,2,921,2,2,40
Super built-up  Area,Ready To Move,Whitefield,JahanSa,2,805,2,2,35
Built-up  Area,Ready To Move,Arekere,Prdowth,2,920,2,1,40
Built-up  Area,Ready To Move,Sarjapur  Road,Srncy R,2,920,2,1,40
Super built-up  Area,Ready To Move,Bannerghatta Road,,2,1012,2,1,44
Super built-up  Area,Ready To Move,Yelahanka,Apows M,2,1035,2,1,45
Built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,2,1035,2,1,45
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,2,1035,2,1,45
Super built-up  Area,Ready To Move,Padmanabhanagar,Shers S,2,1150,2,0,50
Super built-up  Area,Ready To Move,BTM 2nd Stage,Jancyva,2,1265,2,2,55
Super built-up  Area,Ready To Move,BTM 2nd Stage,Jancyva,3,1265,2,3,55
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,3,1357,2,2,59
Super built-up  Area,Ready To Move,Balagere,Exncene,2,1380,2,1,60
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,Ablmsol,3,1495,2,2,65
Built-up  Area,18-Feb,KR Puram,,9,4600,9,2,200
Super built-up  Area,Ready To Move,Yelahanka,Prensya,3,1705,3,1,74.16
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,2,1075,2,1,46.76
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,2,1075,2,1,46.76
Super built-up  Area,Ready To Move,Chikkalasandra,,2,1075,2,1,46.76
Super built-up  Area,Ready To Move,Uttarahalli,,3,1215,2,2,52.85
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,3,1215,2,2,52.85
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1275,2,2,55.46
Super built-up  Area,Ready To Move,Whitefield,Iseenst,2,1285,2,2,55.9
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1390,2,3,60.47
Super built-up  Area,Ready To Move,Uttarahalli,,3,1390,2,2,60.47
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,3,1290,2,2,56.12
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1290,2,2,56.12
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1290,2,2,56.12
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,3,1290,2,3,56.12
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,3,1270,2,1,55.25
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,3,1270,2,2,55.25
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1270,2,3,55.25
Super built-up  Area,Ready To Move,Ramanjaneyanagar,,3,1230,2,2,53.51
Super built-up  Area,Ready To Move,Chikkalasandra,,3,1230,2,2,53.51
Super built-up  Area,Ready To Move,Chikkalasandra,,2,1090,2,1,47.42
Super built-up  Area,Ready To Move,Bellandur,SRageri,2,1195,2,1,52
Super built-up  Area,Ready To Move,Electronic City,Itvir M,2,919,2,2,40
Built-up  Area,Ready To Move,"Sarjapur Road, ",,3,1700,3,2,74
Super built-up  Area,Ready To Move,Whitefield,,2,1102,2,1,48
Super built-up  Area,18-Dec,Whitefield,BSlasin,3,1390,,,60.55
Super built-up  Area,Ready To Move,Volagerekallahalli,AszarAl,2,1492,2,2,65
Super built-up  Area,Ready To Move,Yelahanka,Hotat H,2,1285,2,2,56
Super built-up  Area,Ready To Move,Motappa Layout,Puodse ,3,1360,2,1,59.27
Super built-up  Area,Ready To Move,Kannamangala,Marnaer,2,1262,2,2,55
Super built-up  Area,Ready To Move,Sugama Layout,Pry 2 R,2,826,2,2,36
Built-up  Area,Ready To Move,Vidyaranyapura,Suent A,3,1560,3,3,68
Super built-up  Area,Ready To Move,Whitefield,Iseenst,2,1227,2,2,53.49
Built-up  Area,Ready To Move,Sahakara Nagar,KVersuj,2,1032,2,2,45
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1330,2,1,58
Super built-up  Area,Ready To Move,Electronic City,Palleon,2,940,2,1,41
Super built-up  Area,18-May,Thanisandra,SLityee,2,1020,2,1,44.5
Super built-up  Area,Ready To Move,Nagarbhavi,Shentpa,2,1146,2,1,50
Super built-up  Area,Ready To Move,Akshaya Nagar,SagasSa,2,1100,2,2,48
Super built-up  Area,Ready To Move,Ardendale,Miwel M,2,1100,2,1,48
Super built-up  Area,Ready To Move,5th Block Hbr Layout,,2,1100,2,2,48
Built-up  Area,18-May,Vijayabank bank layout,,2,1100,2,1,48
Built-up  Area,Ready To Move,New Gurappana Palya,Alncy R,2,1100,2,0,48
Super built-up  Area,Ready To Move,Manayata Tech Park,,2,1100,2,2,48
Super built-up  Area,Ready To Move,Manayata Tech Park,,2,1100,2,2,48
Built-up  Area,Ready To Move,Thanisandra,,2,1100,2,1,48
Super built-up  Area,Ready To Move,Dodda Nekkundi,,2,1100,2,2,48
Super built-up  Area,Ready To Move,Dasarahalli,Indesve,2,1375,2,1,60
Built-up  Area,Ready To Move,Dodda Nekkundi,Tuentpa,2,1260,2,2,55
Super built-up  Area,Ready To Move,Tirumanahalli,AmiewLa,2,1260,2,1,55
Super built-up  Area,Ready To Move,Uttarahalli,,2,1260,2,2,55
Built-up  Area,Ready To Move,Hennur,,2,1420,2,1,62
Super built-up  Area,Ready To Move,Bellandur,CVnetnc,3,1420,3,2,62
Super built-up  Area,Ready To Move,Banaswadi,RailsDa,2,870,2,2,38
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,Roarkan,3,1820,3,2,79.5
Built-up  Area,Ready To Move,Kumarapalli,BMmesHo,3,1488,2,2,65
Super built-up  Area,Ready To Move,Whitefield,Soe 2Sa,2,1116,2,3,48.76
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,3,1350,3,1,58.99
Super built-up  Area,19-Jan,Mailasandra,Hanar I,2,999,2,1,43.66
Super built-up  Area,18-Dec,Channasandra,MVisear,2,830,2,1,36.28
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,2,1225,2,1,53.55
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,47
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,47
Super built-up  Area,Ready To Move,Bannerghatta Road,Ceise P,2,892,2,1,39
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,3,1601,3,3,70
Super built-up  Area,Ready To Move,Gollahalli,ArzzaRe,2,1418,2,1,62
Super built-up  Area,Ready To Move,Ramagondanahalli,Srdor S,3,1738,2,3,76
Built-up  Area,Ready To Move,8th Phase JP Nagar,SVthaho,2,1006,2,0,44
Super built-up  Area,Ready To Move,Hagadur,,2,1086,2,1,47.5
Super built-up  Area,Ready To Move,Kumarapalli,BMmesHo,3,1486,2,2,65
Super built-up  Area,Ready To Move,Kengeri Satellite Town,ShyamSh,2,1120,2,2,49
Super built-up  Area,Ready To Move,NTI Layout,Vaent V,2,1200,2,2,52.5
Super built-up  Area,Ready To Move,6th Phase JP Nagar,Vador S,2,1280,2,,56
Super built-up  Area,Ready To Move,Kaggadasapura,,3,1280,2,2,56
Built-up  Area,Ready To Move,Sector 2 HSR Layout,,3,1600,3,2,70
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,,3,3200,4,2,140
Built-up  Area,Ready To Move,Sarjapur  Road,Reyle L,5,3200,5,3,140
Super built-up  Area,Ready To Move,Whitefield,ChodsGr,3,1485,3,2,65
Plot  Area,Ready To Move,Sarjapur,Puodsm ,4,2970,3,3,130
Built-up  Area,Ready To Move,Yelahanka,DSeak S,3,1325,2,2,58
Super built-up  Area,18-Nov,B Narayanapura,,3,1765,3,2,77.27
Super built-up  Area,Ready To Move,Seegehalli,Srandir,3,1553,3,3,68
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,2,845,2,1,37
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,2,845,2,1,37
Super built-up  Area,Ready To Move,Hoodi,Shyalha,3,1530,2,2,67
Super built-up  Area,Ready To Move,S R Layout,Seasare,2,1096,2,2,48
Built-up  Area,Ready To Move,Dodda Nekkundi,,2,1370,2,2,60
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shitt S,3,1450,2,2,63.51
Super built-up  Area,Ready To Move,Sarjapur  Road,Arldsyo,3,1484,2,,65
Super built-up  Area,Ready To Move,Classic Paradise Layout,,2,1210,2,2,53
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shitt S,2,1175,2,2,51.47
Built-up  Area,Ready To Move,Samethanahalli,SPontna,2,799,2,1,35
Super built-up  Area,Ready To Move,Kalena Agrahara,CSvelMa,2,1187,2,3,52
Super built-up  Area,Ready To Move,Bommanahalli,Jaw 2 L,2,1050,2,2,46
Super built-up  Area,Ready To Move,Thanisandra,,2,1050,2,2,46
Super built-up  Area,Ready To Move,Vishveshwarya Layout,,6,2100,6,0,92
Super built-up  Area,Ready To Move,8th Phase JP Nagar,,4,2100,4,3,92
Plot  Area,Ready To Move,Attibele,,4,2168,4,2,95
Super built-up  Area,Ready To Move,Anandapura,ViensRK,2,1141,2,1,50
Super built-up  Area,Ready To Move,Kadugodi,KMnorab,3,1711,3,3,75
Super built-up  Area,Ready To Move,KR Puram,SLontel,3,1300,2,2,57
Super built-up  Area,Ready To Move,Choodasandra,GRlpank,2,1300,2,3,57
Super built-up  Area,Ready To Move,Kodichikkanahalli,,2,1026,2,1,45
Super built-up  Area,Ready To Move,Whitefield,,2,1140,2,2,50
Super built-up  Area,Ready To Move,Billekahalli,,2,1140,2,2,50
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,2,1151,2,2,50.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,,2,1025,2,2,45
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1230,3,3,54
Super built-up  Area,18-May,Kanakpura Road,Maionus,1,850,1,1,37.32
Super built-up  Area,18-May,Rayasandra,,3,1708,3,2,75
Super built-up  Area,Ready To Move,CV Raman Nagar,,3,1480,3,2,65
Super built-up  Area,Ready To Move,Kullappa Colony,,2,1480,2,2,65
Super built-up  Area,Ready To Move,Hennur Road,Eltert ,2,1480,2,2,65
Super built-up  Area,17-Jun,Electronic City,GMown E,2,1070,2,1,47
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1252,3,3,55
Super built-up  Area,Ready To Move,Brooke Bond First Cross,Viium E,2,1252,2,2,55
Super built-up  Area,Ready To Move,CV Raman Nagar,Keera R,3,1525,2,3,67
Super built-up  Area,Ready To Move,Akshya Nagar,,3,1320,2,1,58
Built-up  Area,Ready To Move,Bannerghatta Road,Malmser,2,1206,2,3,53
Super built-up  Area,Ready To Move,Green Woods Layout,Paarklu,2,1206,2,1,53
Super built-up  Area,Ready To Move,Electronic City,CoapeSo,2,910,2,1,40
Built-up  Area,Ready To Move,Amruthnagar,Saeur G,2,1365,3,2,60
Super built-up  Area,Ready To Move,Avalahalli,PyonsCa,2,1053,2,1,46.29
Super built-up  Area,Ready To Move,Kaggadasapura,Gincyi ,2,1035,2,2,45.5
Super built-up  Area,Ready To Move, Devarachikkanahalli,Wiaysld,3,1705,3,2,75
Super built-up  Area,Ready To Move,Kengeri Satellite Town,,2,750,2,1,33
Super built-up  Area,Ready To Move,VGP Layout,Manha M,2,1000,2,1,44
Built-up  Area,Ready To Move,Yelahanka New Town,,2,1000,2,1,44
Built-up  Area,Ready To Move,Haralur Road,,2,1000,2,2,44
Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,2,1250,2,1,55
Super built-up  Area,Ready To Move,Lottegolla Halli,,2,1250,2,2,55
Super built-up  Area,Ready To Move,Veersandra,Shnto F,2,1250,2,1,55
Super built-up  Area,Ready To Move,Krishna Reddy Layout,ThntsAp,3,1250,3,1,55
Super built-up  Area,18-May,Bommanahalli,,3,1250,3,2,55
Built-up  Area,Ready To Move,Uttarahalli,,3,1250,2,1,55
Super built-up  Area,Ready To Move,Uttarahalli,Hemai D,3,1390,2,2,61.16
Super built-up  Area,Ready To Move,5th Phase JP Nagar,,5,2500,5,,110
Built-up  Area,Ready To Move,Gottigere,,4,3000,3,0,132
Super built-up  Area,18-Dec,Hosakerehalli,Maunt M,2,1085,2,1,47.74
Super built-up  Area,Ready To Move,Doddakammanahalli,,3,1409,2,3,62
Super built-up  Area,Ready To Move,Kada Agrahara,CoaveAt,3,909,2,1,40
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,3,1408,3,3,62
Super built-up  Area,Ready To Move,Varthur,Ikmesay,2,1090,2,2,48
Built-up  Area,Ready To Move,Dasanapura,Tavenew,2,965,2,1,42.5
Super built-up  Area,Ready To Move,ISRO Layout,,2,1180,2,3,52
Built-up  Area,Ready To Move,Tindlu,,2,1180,2,2,52
Super built-up  Area,18-Dec,Whitefield,BSlasin,3,1390,,,61.28
Super built-up  Area,Ready To Move,Mallasandra,,2,1565,2,2,69
Plot  Area,Ready To Move,Yelahanka,,2,1633,2,1,72
Built-up  Area,Ready To Move,Haralur Road,,2,1202,2,1,53
Built-up  Area,Ready To Move,Doddathoguru,Srtasno,2,907,2,1,40
Super built-up  Area,Ready To Move,Alfa Garden Layout,Saeina ,2,975,2,1,43
Super built-up  Area,18-Mar,Begur Road,,2,952,2,1,42
Built-up  Area,Ready To Move,Hennur Road,,2,1020,2,0,45
Built-up  Area,Ready To Move,Uttarahalli,Sungspr,2,1020,2,2,45
Super built-up  Area,Ready To Move,NGR Layout,,2,1020,2,1,45
Built-up  Area,Ready To Move,Whitefield,Rallsdr,2,1020,2,2,45
Super built-up  Area,Ready To Move,Bellandur,DSpazTo,2,1088,2,2,48
Super built-up  Area,Ready To Move,Shampura,,3,1700,3,3,75
Super built-up  Area,Ready To Move,Electronic City,Naireru,3,1700,3,2,75
Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,3,1700,3,2,75
Super built-up  Area,Ready To Move,Ashraya Layout,,6,5100,7,,225
Built-up  Area,Ready To Move,"Whitefield, ",,3,1745,3,2,77
Super built-up  Area,Ready To Move,Akshayanagara East,,3,1595,3,2,70.39
Super built-up  Area,Ready To Move,Sarjapur  Road,MJtumty,3,1586,3,3,70
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,2,1165,2,1,51.42
Super built-up  Area,Ready To Move,Mysore Road,,2,1155,2,1,51
Built-up  Area,Ready To Move,Maragondanahalli,ArnzaFi,3,1540,3,2,68
Super built-up  Area,Ready To Move,Sonnenahalli,Skacak ,2,1268,2,1,56
Super built-up  Area,Ready To Move,Shampura,,2,1200,2,3,53
Super built-up  Area,Ready To Move,Srigandada Kaval,,2,1200,2,0,53
Built-up  Area,Ready To Move,Margondanahalli,,2,1200,1,0,53
Super built-up  Area,Ready To Move,Marathahalli,Srers T,2,1200,2,1,53
Plot  Area,Ready To Move,Kalkere Channasandra,,2,1200,2,0,53
Super built-up  Area,Ready To Move,Kaggadasapura,MCngeha,2,1200,2,2,53
Built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,39
Built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,39
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,39
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,39
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,2,883,2,1,39
Super built-up  Area,Ready To Move,Malleshpalya,SoncyRe,2,1245,2,1,55
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,3,1550,3,2,68.5
Super built-up  Area,Ready To Move,Mallasandra,Shbhi S,2,905,2,1,40
Built-up  Area,Ready To Move,Dommasandra,Asene S,3,1267,3,2,56
Super built-up  Area,Ready To Move,Budigere,PrityTr,3,1991,4,2,88
Super built-up  Area,18-Jun,Electronic City Phase II,Coomee ,2,1244,2,1,55
Super built-up  Area,Ready To Move,Hennur,,2,1255,2,1,55.5
